sp,mid,ask_5,ask_4,ask_3,ask_2,ask_1,bid_1,bid_2,bid_3,bid_4,bid_5
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
0.57,90.295,1,1,1,1,1,1,1,1,1,1
