Date,AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DWDP,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WBA,WMT,XOM
2015-04-22,126.91,77.28,153.33,83.92,28.69,109.73,107.68,49.65,196.84,113.17,164.26,32.43,100.3,62.31,40.78,94.87,164.0,57.66,42.635,50.145,34.89,83.08,101.88,119.28,116.95,65.35,49.17,87.09,78.03,86.88
2015-04-23,128.62,78.44,151.19,84.87,28.62,109.5,107.94,50.02,198.32,112.99,165.36,32.7,100.43,62.94,41.31,97.84,164.67,57.69,42.985,50.075,34.93,83.09,102.02,117.81,116.96,68.01,49.57,87.02,78.43,87.46
2015-04-24,129.67,78.15,149.87,84.79,28.675,109.97,109.0,51.0,199.31,113.96,170.24,32.35,100.46,62.8,40.95,97.0,159.66,57.51,43.34,50.555,35.36,80.95,103.48,118.26,117.26,67.72,50.05,86.69,79.18,87.54
2015-04-27,130.28,77.99,148.4,84.6,28.82,109.87,109.53,51.12,197.99,113.7,169.78,32.08,101.08,62.6,40.89,98.74,158.99,57.6,47.87,50.475,35.27,81.0,103.95,118.69,116.16,67.48,50.03,85.98,79.84,86.97
2015-04-28,132.65,77.49,147.8,85.33,28.89,109.7,110.16,51.47,196.52,111.39,170.73,32.5,100.58,62.34,40.83,96.44,157.98,57.1,48.03,50.47,34.59,80.6,103.33,116.24,115.74,67.1,50.08,86.12,79.37,87.01
2015-04-29,130.56,77.49,147.51,86.2,29.32,111.12,109.92,51.82,197.49,110.58,173.92,33.02,100.74,62.76,40.77,96.83,158.33,59.98,49.155,49.93,34.48,80.42,103.68,117.59,116.08,66.77,50.55,86.08,79.1,87.8
2015-04-30,128.64,77.16,146.15,87.5,29.05,111.73,109.81,51.61,198.56,108.71,174.4,32.885,100.39,63.6,40.49,97.02,156.97,59.68,49.06,50.085,34.29,79.85,102.85,113.61,115.38,67.34,50.47,84.57,77.88,87.87
2015-05-01,125.15,77.45,143.34,86.88,28.83,111.06,108.72,51.0,196.42,106.98,171.29,32.55,99.2,63.26,40.56,96.55,156.39,59.56,48.64,49.42,33.93,79.51,101.11,111.4,113.75,66.05,50.44,82.93,78.05,87.37
2015-05-04,128.95,77.68,144.67,87.37,29.13,109.04,110.52,51.69,197.53,109.55,173.67,33.42,100.13,63.61,40.91,97.8,157.68,59.86,48.655,50.39,34.08,80.29,102.12,113.2,115.44,65.77,50.41,83.46,78.6,88.85
2015-05-05,128.7,78.28,144.02,87.3,29.17,108.32,111.03,51.65,199.3,110.06,173.97,33.43,100.35,64.72,40.96,96.13,159.02,60.64,48.24,50.415,34.32,80.35,102.17,114.56,116.45,65.58,50.52,84.13,79.18,89.11
2015-05-06,125.8,77.84,142.91,87.0,28.89,108.0,110.81,51.35,197.29,108.06,173.08,32.64,99.5,64.4,40.75,96.13,157.91,60.49,47.6,50.21,34.12,80.07,102.05,113.37,115.07,65.96,50.09,83.14,78.13,88.61
2015-05-07,125.01,77.85,141.04,86.99,28.97,107.95,109.72,50.88,196.25,108.31,170.05,32.22,99.17,63.92,40.66,96.39,157.64,60.26,46.28,50.11,33.46,80.4,101.77,113.49,115.08,65.67,49.64,83.1,77.65,88.19
