Date,AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DWDP,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WBA,WMT,XOM
2015-04-24,10597005,976440,963544,1543749,8918430,1530649,1727078,1978010,329310,944230,747508,5659463,2056909,2906339,3293005,1737118,961411,2958906,36550461,1412972,6520938,2383906,663704,846721,1465857,3160044,5468923,2123995,1792876,2362727
2015-04-27,21940257,2006687,920752,1462895,8263279,1493082,2269337,1712854,420912,1708967,645053,6258122,4100304,3644579,2674346,2486413,1273514,3273305,17376332,1356176,9501091,2471653,788800,1546704,1298580,2187887,3609440,1235195,1991614,2929893
2015-04-28,25553995,1339730,866227,1546639,6918531,1693107,1940582,1548880,489741,1442605,1045017,9354536,2155027,3333619,3082878,1169800,1323305,6063669,16734090,1951414,11457029,2173454,748951,1053677,905658,1138064,3605636,852690,1763112,2723071
2015-04-29,12814609,918239,927473,1639146,7116571,1820096,1523942,1425866,545999,1530409,883000,6509555,1880323,4250097,2586552,1363626,1157548,3921429,14034188,1600174,10268410,2400663,772206,1359811,894862,2493068,2737153,1249738,2485291,3252199
2015-04-30,20036943,1718667,1102093,1715926,8901711,2052131,2405963,1646770,767156,3046666,1303733,6015584,3052111,4557935,3781101,2142396,1241467,3501885,19791842,1888452,7315889,3184287,852431,1509225,1113542,3475511,4565509,2065390,2629992,4101313
2015-05-01,13711403,991548,969570,1707211,6474937,2765101,1454644,1288748,555252,2130141,753300,7439780,1796340,3084799,2693532,1488178,567371,2616396,12556087,1676280,4534440,1754172,529537,1313917,680611,2579816,3023530,915000,1794451,3118191
2015-05-04,11552872,790854,1693464,866795,4546205,1940156,1763352,863901,382297,962454,681571,4943957,1415749,4051339,2968177,1760950,829948,2270388,10687890,1209406,7966883,1677201,590240,833310,1765833,2509045,2885734,792850,1876200,3172524
2015-05-05,12513789,1060145,748139,996042,6005617,2131668,3305150,2145032,440143,1190080,910471,7469239,2146292,3383914,2755258,1476368,746456,2819355,14569271,1570728,5820985,1919921,579112,839941,1064665,1328587,2569524,986324,1862866,3412613
2015-05-06,15710233,1408107,873807,1569503,6495873,1751403,2244696,2463893,484943,1221750,704601,8190511,2216074,4010959,2983949,1250580,829232,2484546,16172049,1529648,6441760,1939071,618525,1037162,1175592,1265087,3303654,813563,1482521,2666221
2015-05-07,9583860,1704239,1117826,1084325,6070592,1942365,1995456,1214821,415765,1679899,698143,6470456,1927525,3490663,2508570,1207012,835276,2155163,9446221,1512210,4744756,1832383,681325,830693,1297379,1181584,2603745,1112463,1577750,2702779
2015-05-08,13937798,1845991,1391105,1120653,6397741,1874764,2072346,2453131,866833,1979376,651860,6885861,2019443,3808676,2797435,1589059,815831,2994975,11610421,1986504,4739815,1706889,528556,664142,1124256,3529388,2444633,769057,1596047,2677589
2015-05-11,9451999,1627569,1154559,1908551,7282985,1871361,2211575,1649883,551259,989841,619436,4951074,1832862,3374344,3002288,1118010,727821,3033682,6880996,1189014,8914483,1616991,1510453,917527,1107681,2697111,2716633,904350,977678,3369967
2015-05-12,12112012,1081080,744186,1069605,10324977,1519828,1957516,1379657,460800,1228058,775225,6188031,2471442,2598938,4122387,1486951,677939,2683195,10242355,1595982,3930267,2015966,686160,837922,894956,1878096,3271706,953747,2164075,2386244
2015-05-13,7488519,1200964,512355,963705,8761306,1734537,1358493,1608486,414058,1386771,553286,5504235,2302464,2686667,3246375,1563118,946081,1974698,10150036,1418188,4112076,1927624,547435,959283,799649,882725,5692498,745234,1620525,2457978
2015-05-14,10477497,1048915,929502,873022,16768526,1871160,1519625,1277744,543063,1059650,562815,5921227,1948547,3372075,2859112,1482359,673770,1909745,8597697,1465070,5161595,1838920,586352,1391402,952317,1429592,2885242,953307,1612378,2565196
2015-05-15,10005933,1201073,941260,1205970,12951460,2082361,2698322,1296692,465729,2038901,1260688,6098029,2807824,3258831,3198967,1804950,817200,3126248,11114885,2083796,6185835,2692081,722869,801436,1290357,1895786,4422089,1385794,2808118,3220066
2015-05-18,11885269,1472667,654713,1160476,6567628,1661181,1574719,1198154,556896,1590258,427323,6879946,2929392,2314332,2416009,887643,607683,2428838,7314629,1238508,5767976,1896778,490788,632228,1065673,1672707,3782973,859159,1896841,2033441
2015-05-19,10884381,1327320,976278,1333226,5632056,2377600,1536577,1646485,493925,2352624,527726,6446906,2379510,3228907,2967935,2851120,784330,2423146,8129301,1533796,6442435,1971090,442341,718733,786405,866407,3435739,802720,4496512,2732738
2015-05-20,9050633,909949,536518,1007472,5615466,1400732,1377097,2059187,426234,1803658,489756,6132917,2124481,2626501,3277099,1588162,662041,1673757,8820123,1347882,4643585,1676969,423710,707276,734175,1003615,3022926,649807,2400336,2301640
2015-05-21,8405293,1535965,805780,1471028,6772101,1669016,1841781,1191296,779155,1280281,830197,6614058,2341720,3192262,2620938,1665328,935032,2909346,6997137,1943766,5344475,2010892,581886,859481,784936,1751586,3591547,1176765,1982786,2842328
2015-05-22,10485204,1165376,991239,1311982,5704059,1537113,1573115,895469,845273,1307867,848432,6155408,2148324,2578297,3681563,1254743,621263,2572564,8168137,1819828,4122961,2006627,533508,862747,700122,1097726,3926691,1013741,2006697,2610713
2015-05-26,15174473,1409839,1019277,798459,9658991,2875478,1988443,2027271,631802,1200743,975546,7436755,2364317,3866222,5143173,2834742,928058,2942097,8837156,2092912,4366824,2147835,516210,867733,919991,2130212,5531561,1886626,3698506,3435535
2015-05-27,11620482,1036975,736862,1243154,9007937,1774344,1417180,1405540,531958,1465615,581947,7191944,3308044,3109796,3242375,2294465,588664,2890427,8014385,2507904,10607505,2160269,333659,937801,1252783,3062221,2943375,768354,1791598,2835575
2015-05-28,6590668,822816,832405,1280565,5285943,1491032,1157674,1241646,575597,826940,369006,7062549,1469728,2991652,2219884,2101338,531235,2146888,5428503,1702162,4175555,1614953,301352,874461,1071112,1002645,2323587,575431,1624583,2478337
2015-05-29,13827857,1747025,1771415,1256396,8999837,2498028,2120667,2597040,571789,1971896,1279974,13277381,3681621,4281003,8844934,2031611,1294026,5640773,13713040,1981670,13722508,4504158,904510,1380190,2130158,1884274,4742834,1274539,1923613,6102906
2015-06-01,6783861,1135162,782765,1288199,7107797,1442000,2012473,1673982,495302,1306805,906525,11107999,2118738,3033249,3521330,1515247,624281,2860829,9167235,1420094,6053269,2264597,586943,896102,627328,2083062,3091879,647307,1680826,2267187
2015-06-02,7228505,1084015,869573,811231,4542661,1537744,1383184,1424455,533598,1757862,605952,8429192,2608164,3714566,2729488,1347605,832403,2263950,7624983,1661758,5069099,2118595,837186,1056977,917600,1506047,2920937,906529,1637641,2162004
2015-06-03,6493481,1257382,1179459,820977,5682312,1435742,1582578,1726666,569328,1341165,676923,8478777,1536780,3412951,2372214,1102789,626448,2094768,7702228,1636258,4018760,1818470,842982,790110,958934,1220941,4129914,1066417,1597299,2114742
2015-06-04,8709577,1471979,907079,1101519,8247142,2059508,1794833,2638268,685495,1275723,863328,7998934,2467509,3537333,2858220,1377240,786875,2709705,8804148,1389590,5865554,2189877,716669,898513,846613,1664299,7251210,1533424,2190810,3355886
2015-06-05,8129486,1192550,749523,850191,7611015,1839980,1454065,2378800,796770,1196905,944054,6905781,2305362,4282622,5398837,1353519,685921,2399263,8354346,1302780,6331496,2579406,850074,661748,781010,1181307,5120777,1263524,2921659,3162970
2015-06-08,12405212,1255813,607290,1093393,5306931,1808717,1947807,1497483,661898,836892,980294,9224683,1711645,4003738,4649751,1250583,411600,2546857,8056629,1321906,3653425,3548469,834869,775244,968958,1126671,5079629,722431,2183660,2514961
2015-06-09,11995935,1141003,537772,1080685,4801837,1915648,2432228,1079934,690671,991271,858526,7971428,2335969,3563056,3220065,1554456,450378,2042243,9253038,1195070,9900300,3616005,725379,681406,796599,1235986,3037412,1692649,1998247,2187466
2015-06-10,9313326,1390770,631311,1076261,7623040,2528848,1469507,1999041,670840,1164173,1318966,7293585,3139398,4230706,3378992,1443210,540466,3488363,9701677,1944026,9402690,2617912,678823,1071311,837751,1390039,4057399,1335555,2267708,3039877
2015-06-11,10114596,1151658,834056,734517,7188917,1576761,1988899,1097245,623617,1212756,931763,6851405,2364070,3620281,3823424,1312244,653027,2644174,10114805,2003906,7594345,2439657,695023,937189,789865,1220634,3163579,1748724,1765804,2586433
