Attributes,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,,Dates,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,,Dates,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,,Dates,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,,Dates,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
2015-05-01,125.15,77.45,143.34,86.88,28.83,111.06,108.72,51,196.42,106.98,171.29,32.55,99.2,63.26,40.56,96.55,156.39,59.56,48.64,49.42,33.93,79.51,101.11,111.4,113.75,66.05,50.44,82.93,78.05,87.37,,5/1/2015,128.97,77.89,145.03,88.27,29.2,110.68,110.67,51.82,198.5,109.78,174,33.485,100.38,63.87,40.93,97.955,158.08,60.38,48.87,50.41,34.21,80.315,102.21,113.66,115.71,66.66,50.77,83.7,78.76,88.95,,5/1/2015,125.3,77.325,143.84,86.77,28.79,108.34,109.28,51.17,196.84,107.21,172.43,32.62,99.68,63.34,40.5,96.73,156.79,59.69,48.4,49.705,33.87,79.63,101.49,111.75,114.58,65.22,50.05,82.53,78.19,87.74,,5/1/2015,126.1,77.85,144.47,87.82,28.83,110.25,109.96,51.25,198.38,107.24,173.24,32.63,99.68,63.75,40.68,96.73,156.79,59.84,48.6,49.865,33.95,79.8,101.85,112.36,114.59,65.22,50.74,82.53,78.41,87.8,,5/1/2015,13711403,991548,969570,1707211,6474937,2765101,1454644,1288748,555252,2130141,753300,7439780,1796340,3084799,2693532,1488178,567371,2616396,12556087,1676280,4534440,1754172,529537,1313917,680611,2579816,3023530,915000,1794451,3118191
2015-05-04,128.95,77.68,144.67,87.37,29.13,109.04,110.52,51.69,197.53,109.55,173.67,33.42,100.13,63.61,40.91,97.8,157.68,59.86,48.655,50.39,34.08,80.29,102.12,113.2,115.44,65.77,50.41,83.46,78.6,88.85,,5/4/2015,130.56,78.53,144.78,87.96,29.355,109.4,111.53,51.94,199.46,110.41,176.29,33.495,100.55,64.87,41.1,98.63,159.84,60.95,48.87,50.6,34.505,80.96,102.67,114.92,117.14,66.14,50.859,84.7,79.54,89.87,,5/4/2015,128.26,77.74,143.19,87.17,29.07,107.99,110.5,51.6,197.93,109.32,173.71,33.22,100.16,63.65,40.77,96.05,158.04,60.05,48.18,50.245,34.09,80.3,102.12,113.46,115.71,65.49,50.3,83.45,78.65,88.95,,5/4/2015,129.56,77.8,143.81,87.73,29.1,109.38,111.48,51.84,198.26,109.99,174.47,33.27,100.33,63.7,40.88,96.59,158.4,60.13,48.37,50.5,34.13,80.45,102.18,113.7,115.78,66.02,50.4,83.88,78.72,89.27,,5/4/2015,11552872,790854,1693464,866795,4546205,1940156,1763352,863901,382297,962454,681571,4943957,1415749,4051339,2968177,1760950,829948,2270388,10687890,1209406,7966883,1677201,590240,833310,1765833,2509045,2885734,792850,1876200,3172524
2015-05-05,128.7,78.28,144.02,87.3,29.17,108.32,111.03,51.65,199.3,110.06,173.97,33.43,100.35,64.72,40.96,96.13,159.02,60.64,48.24,50.415,34.32,80.35,102.17,114.56,116.45,65.58,50.52,84.13,79.18,89.11,,5/5/2015,128.43,78.52,144.68,88.22,29.205,109.93,113.3,52.34,200.39,109.88,174.05,33.09,100.26,65.32,41.12,96.46,159.45,60.7,48.16,50.435,34.43,80.65,102.78,114.27,116.81,66.38,50.64,84.26,78.93,90.08,,5/5/2015,125.78,77.78,142.29,86.7,28.84,108,110.56,51.2,196.74,107.98,172.32,32.565,99.29,64.295,40.69,95.57,157.41,60.06,47.32,50.135,34.01,79.79,101.72,113.01,114.73,65.6,50.065,82.88,78.07,88.53,,5/5/2015,128.14,77.92,143.76,87.77,29.18,109.2,113.25,51.94,198.33,109.22,173.5,33,100,64.43,41.12,96.45,158.86,60.16,47.84,50.215,34.38,80.51,101.72,113.94,115.89,65.67,50.55,84.01,78.84,89.9,,5/5/2015,12513789,1060145,748139,996042,6005617,2131668,3305150,2145032,440143,1190080,910471,7469239,2146292,3383914,2755258,1476368,746456,2819355,14569271,1570728,5820985,1919921,579112,839941,1064665,1328587,2569524,986324,1862866,3412613
2015-05-06,125.8,77.84,142.91,87,28.89,108,110.81,51.35,197.29,108.06,173.08,32.64,99.5,64.4,40.75,96.13,157.91,60.49,47.6,50.21,34.12,80.07,102.05,113.37,115.07,65.96,50.09,83.14,78.13,88.61,,5/6/2015,126.75,78.85,143.08,87.94,29.075,109.5,111.96,51.91,198.59,108.91,173.87,32.79,99.87,65.07,41.08,96.65,159.08,60.55,47.76,50.5,33.9,80.55,102.53,114.44,116.4,66.64,50.14,83.74,78.12,89.78,,5/6/2015,123.37,77.39,140.44,86.42,28.69,107.31,109.23,50.55,194.03,107.27,168.86,31.93,98.66,63.43,40.39,95.88,156.55,59.93,46.03,49.84,33.21,79.53,100.97,112.67,114.27,65.24,49.36,82.71,77.18,87.8,,5/6/2015,126.72,78.72,142.86,87.8,28.9,109.42,111.56,51.7,197.75,108.51,172.9,32.5,99.62,64.52,41.04,96.24,157.92,60.47,47.5,50.135,33.76,80.45,101.98,114.17,116.02,66.26,50.06,83.22,77.63,89.74,,5/6/2015,15710233,1408107,873807,1569503,6495873,1751403,2244696,2463893,484943,1221750,704601,8190511,2216074,4010959,2983949,1250580,829232,2484546,16172049,1529648,6441760,1939071,618525,1037162,1175592,1265087,3303654,813563,1482521,2666221
2015-05-07,125.01,77.85,141.04,86.99,28.97,107.95,109.72,50.88,196.25,108.31,170.05,32.22,99.17,63.92,40.66,96.39,157.64,60.26,46.28,50.11,33.46,80.4,101.77,113.49,115.08,65.67,49.64,83.1,77.65,88.19,,5/7/2015,126.08,78.73,142.17,86.87,29.12,108.19,109.77,50.77,197.95,110.71,171.98,32.62,100,64.59,40.91,97.33,159.2,60.73,47.08,50.795,33.75,80.51,102.8,115.14,116.56,66.779,49.84,85.22,78.34,88.1,,5/7/2015,124.02,77.61,140.48,85.89,28.75,106.69,108.72,50.31,194.82,108.25,169.07,32.18,98.91,63.25,40.52,96.15,157.23,60.03,46.26,50.045,33.325,80.01,101.32,113.11,114.6,65.54,49.32,82.88,77.35,86.93,,5/7/2015,124.78,77.9,140.48,86.65,29.01,107.69,109.6,50.72,196.26,108.46,169.92,32.27,99.24,63.75,40.59,96.27,157.23,60.05,46.38,50.265,33.46,80.5,101.43,113.15,115.13,65.54,49.63,83.09,77.75,88.1,,5/7/2015,9583860,1704239,1117826,1084325,6070592,1942365,1995456,1214821,415765,1679899,698143,6470456,1927525,3490663,2508570,1207012,835276,2155163,9446221,1512210,4744756,1832383,681325,830693,1297379,1181584,2603745,1112463,1577750,2702779
2015-05-08,125.26,78.43,141.49,86.43,28.805,107.57,109.26,50.64,197.39,110.04,170.99,32.245,99.66,64.5,40.7,96.78,158.61,60.3,46.7,50.725,33.58,80.2,102.58,114.76,116.04,66.58,49.73,84.23,78.03,87.6,,5/8/2015,127.62,79.63,145.94,87.62,29.37,108.8,110.7,51.94,201.34,113.48,173.33,32.88,101.67,65.65,41.16,99.14,161.39,61.37,47.98,51.65,34.15,81.2,104.09,116.55,118.84,70.14,50.37,85.5,79.24,89.07,,5/8/2015,126.11,78.79,143.07,86.7,28.99,107.4,109.57,51.3,199.1,112.41,172.24,32.345,100.47,64.6,40.85,97.8,160.13,60.7,47.53,51.145,33.83,80.82,103.34,115.06,117.31,67.1,49.95,84.65,78.4,87.82,,5/8/2015,126.52,78.95,143.07,87.44,29.01,108.5,110.39,51.4,199.1,112.58,172.84,32.51,100.47,65,41,98.18,160.25,61,47.61,51.145,33.84,80.92,103.51,116.04,117.38,67.1,50.2,84.83,78.6,88.54,,5/8/2015,13937798,1845991,1391105,1120653,6397741,1874764,2072346,2453131,866833,1979376,651860,6885861,2019443,3808676,2797435,1589059,815831,2994975,11610421,1986504,4739815,1706889,528556,664142,1124256,3529388,2444633,769057,1596047,2677589
2015-05-11,127.62,78.98,145.46,87.31,29.23,108.65,110.11,51.85,200.5,112.47,172.68,32.8,101.47,65.49,40.98,98.23,160.6,60.74,47.75,51.22,34.02,80.96,103.73,115.68,118.43,69.47,50.14,85.02,78.53,88.99,,5/11/2015,127.55,80.25,146.79,89.44,29.79,108.66,110.1,51.97,201.94,112.91,172.99,32.705,101.65,65.64,41.39,98.39,161,60.66,47.91,51.61,34.26,80.96,103.07,115.78,118.46,69.7,50.28,85.46,78.6,88.57,,5/11/2015,125.63,79.02,145.13,88.09,29.205,107.31,108.49,51.45,200.49,111.81,170.9,32.43,101.01,65.08,40.88,97.15,159.82,59.84,47.37,51.086,33.94,80.26,101.48,114.72,117.48,68.8,49.79,84.21,78.04,86.655,,5/11/2015,127.28,79.05,145.13,88.41,29.5,108.65,110,51.64,200.62,112.14,172.75,32.68,101.42,65.3,41,98.11,160.26,60.65,47.52,51.21,34.12,80.78,102.5,115.61,118.1,69.3,50.14,85.13,78.3,88.52,,5/11/2015,9451999,1627569,1154559,1908551,7282985,1871361,2211575,1649883,551259,989841,619436,4951074,1832862,3374344,3002288,1118010,727821,3033682,6880996,1189014,8914483,1616991,1510453,917527,1107681,2697111,2716633,904350,977678,3369967
2015-05-12,126.32,79.7,145.89,88.77,29.21,107.36,108.6,51.9,201.73,111.9,171.12,32.69,101.03,65.45,40.94,97.51,159.9,60,47.37,51.395,33.96,80.27,102.22,114.77,117.7,69.02,49.8,84.25,78.1,86.78,,5/12/2015,126.87,79.4,146.07,88.34,29.44,107.99,109.65,51.59,201,112.82,171.47,32.49,101.05,65.54,40.95,98.35,160.39,59.72,47.68,51.34,33.955,80.29,102.15,115.07,117.81,68.99,49.81,84.91,79.48,87.46,,5/12/2015,124.82,78.45,144.02,87.28,28.8,107.1,107.67,50.85,198.12,110.87,168.86,32,100.28,64.77,40.53,96.94,158.01,59.11,46.42,50.8,33.72,79.37,101.13,113.84,116.05,67.98,48.97,83.29,77.87,86.45,,5/12/2015,125.6,79.1,144.75,88.16,29,107.3,108.27,51.52,200.4,111.02,170.55,32.49,100.69,65.17,40.73,97.39,158.71,59.48,46.86,51,33.79,80,101.7,113.97,116.8,68.51,49.32,83.78,77.89,86.91,,5/12/2015,12112012,1081080,744186,1069605,10324977,1519828,1957516,1379657,460800,1228058,775225,6188031,2471442,2598938,4122387,1486951,677939,2683195,10242355,1595982,3930267,2015966,686160,837922,894956,1878096,3271706,953747,2164075,2386244
2015-05-13,125.865,79.08,145.43,88.16,29.23,107.56,109.24,50.95,200.53,112.52,170.55,32.25,100.47,65.36,40.69,97.95,160.07,59.44,47.35,51.185,33.78,79.95,101.67,114.64,117.36,68.69,49.62,84.18,78.96,87.02,,5/13/2015,127.19,80,146.51,89.07,29.46,108.47,109.84,51.14,201.72,112.86,172.74,32.9,101.13,65.62,41.35,98.49,161.73,59.84,48.32,51.365,33.8,80.59,102.47,116.3,118,68.86,49.975,84.98,79.27,87.73,,5/13/2015,125.87,79.27,145.18,88.21,29.13,107.3,108.78,50.54,199.85,111.1,170.75,32.31,100.47,65.07,40.74,97.28,160.43,58.97,47.575,50.895,33.48,79.56,101.45,114.62,116.86,68.19,49.5,83.69,77.98,86.41,,5/13/2015,126.33,79.5,145.41,88.25,29.2,107.98,109.7,50.95,200.47,112.31,170.75,32.38,100.52,65.34,40.74,98,160.43,59.54,48.19,51.28,33.73,80.07,101.92,115.08,116.97,68.77,49.62,84.24,79.26,87.15,,5/13/2015,7488519,1200964,512355,963705,8761306,1734537,1358493,1608486,414058,1386771,553286,5504235,2302464,2686667,3246375,1563118,946081,1974698,10150036,1418188,4112076,1927624,547435,959283,799649,882725,5692498,745234,1620525,2457978
2015-05-14,126.01,79.86,145.62,88.44,29.35,107.7,109.19,50.73,201.43,111.19,172.28,32.64,100.55,65.52,41.05,97.35,161.31,59.18,47.625,51.08,33.53,79.7,101.97,115.86,117.37,68.65,49.73,84.07,78.16,86.56,,5/14/2015,128.95,80.895,148.25,89.59,29.65,109.3,110,51.37,202.88,112.22,174.37,33.12,101.86,66.17,41.59,97.87,163.3,59.88,48.81,51.75,33.99,80.69,102.94,118.62,119.37,70.03,50.15,85.41,78.77,87.33,,5/14/2015,127.16,80.27,146.81,88.65,28.965,108.02,109.01,50.95,201.46,110.83,173.22,32.78,101.01,65.71,41.28,97.31,162,59.05,48.03,51.155,33.67,80.14,102.4,116.8,117.88,68.85,49.82,84.36,78.02,86.755,,5/14/2015,127.45,80.43,146.88,88.78,29.29,108.02,109.69,51.11,202.36,111.63,173.5,32.86,101.24,65.84,41.3,97.66,162.09,59.48,48.04,51.48,33.7,80.15,102.71,117.25,118.02,68.88,49.93,84.85,78.46,86.9,,5/14/2015,10477497,1048915,929502,873022,16768526,1871160,1519625,1277744,543063,1059650,562815,5921227,1948547,3372075,2859112,1482359,673770,1909745,8597697,1465070,5161595,1838920,586352,1391402,952317,1429592,2885242,953307,1612378,2565196
2015-05-15,128.95,80.75,147.96,88.74,29.05,108.45,109.93,51.24,202.62,111.94,174.05,32.97,101.83,66.05,41.5,97.71,163.15,59.78,48.72,51.72,33.94,80.57,102.75,118.53,119.14,70,49.97,85.35,78.72,86.97,,5/15/2015,129.48,81.16,148.29,88.55,29.82,108.32,110.69,51.515,202.97,113.4,174.41,33.12,102.32,66.16,41.68,99.02,163.77,60.23,48.9,52.51,34.05,81.12,103.17,119.35,119.37,70.68,50.08,86.565,79.25,87.62,,5/15/2015,128.22,79.99,146.34,87.62,29.215,106.94,109.69,50.77,201.83,111.86,172.63,32.75,101.67,65.44,41.435,97.56,162.65,59.81,48.05,51.685,33.93,80.74,102.51,118.31,117.92,69.32,49.65,85.51,78.57,86.6,,5/15/2015,129.13,81,147.86,88.5,29.22,107.26,110.35,51.15,202.55,111.86,173.75,33.09,102,66.16,41.48,97.74,163.1,59.96,48.9,51.815,34.01,80.87,102.71,118.78,119.08,70,50.05,85.77,78.69,86.8,,5/15/2015,10005933,1201073,941260,1205970,12951460,2082361,2698322,1296692,465729,2038901,1260688,6098029,2807824,3258831,3198967,1804950,817200,3126248,11114885,2083796,6185835,2692081,722869,801436,1290357,1895786,4422089,1385794,2808118,3220066
2015-05-18,128.77,80.22,146.88,88.43,29.55,108.03,110.3,51.51,202.97,113.35,173.26,32.99,102.3,65.88,41.52,98.04,163.3,60.23,48.295,52.49,33.99,81.05,102.68,119.33,118.49,69.57,49.79,86.47,79.24,87.35,,5/18/2015,130.71,80.55,147.24,88.5,29.9,107.5,110.73,51.58,205.15,114.6,173.49,33.41,104.34,66.535,41.49,98.25,163.59,60.45,48.215,52.745,34.06,81.11,103.4,119.975,119.1,70.24,49.8,86.65,79.94,87.46,,5/18/2015,128.36,79.785,146.3,87.65,29.42,106.58,110.01,50.98,202.65,113.16,172.31,32.85,102.35,65.86,41.25,97.63,162.31,60.01,47.61,52.215,33.9,80.5,102.7,118.85,118.41,69.14,49.555,85.66,79.16,86.78,,5/18/2015,128.36,80.28,146.88,88.39,29.42,107.5,110.47,51.48,202.65,113.83,173.44,33,102.48,65.9,41.49,97.97,163,60.17,47.94,52.555,33.99,80.98,102.7,119.22,118.53,69.74,49.8,86.1,79.36,87.32,,5/18/2015,11885269,1472667,654713,1160476,6567628,1661181,1574719,1198154,556896,1590258,427323,6879946,2929392,2314332,2416009,887643,607683,2428838,7314629,1238508,5767976,1896778,490788,632228,1065673,1672707,3782973,859159,1896841,2033441
2015-05-19,130.19,80.17,146.71,88.29,29.76,106.65,110.33,51,204.66,114.33,173.06,33.41,103.42,66.42,41.32,98.02,162.87,60.01,48.01,52.375,33.98,80.74,103.17,119.8,118.51,70,49.6,86.36,79.92,86.85,,5/19/2015,130.88,81.59,147.77,87.89,29.9,106.31,110.96,51,206.2,116.47,173.74,33.38,104.11,67.18,41.39,101.08,163.59,60.92,47.8,52.585,34.39,80.94,103.91,121.12,119.45,70.56,49.58,86.37,78.31,87.21,,5/19/2015,129.64,80.4,146.74,86.51,29.63,105,110.475,50.455,204.58,112.34,171.95,32.99,103.26,66.57,41.13,97.66,162.55,59.94,47.18,52.195,33.9,80.33,103.32,119.72,118.51,70.01,49.32,85.55,76.23,86.21,,5/19/2015,130.69,80.43,147.18,87.89,29.87,106,110.6,50.91,204.99,116,172.97,33.36,103.65,66.71,41.22,98.09,162.76,60,47.56,52.31,33.93,80.81,103.53,120,118.6,70.14,49.51,86.07,78.05,86.44,,5/19/2015,10884381,1327320,976278,1333226,5632056,2377600,1536577,1646485,493925,2352624,527726,6446906,2379510,3228907,2967935,2851120,784330,2423146,8129301,1533796,6442435,1971090,442341,718733,786405,866407,3435739,802720,4496512,2732738
2015-05-20,130.07,81.36,147.05,87.24,29.735,105.02,110.56,50.73,205.4,112.34,173.48,33.15,103.96,67.01,41.31,100.68,163.12,60.52,47.58,52.32,34.21,80.83,103.66,120.55,119.07,70.16,49.55,85.84,76.43,86.99,,5/20/2015,130.98,81.45,147.33,88.13,29.85,105.88,110.81,51.405,205.94,112.89,174.43,33.5,104.48,67,41.59,100.83,163.07,60.85,47.93,52.575,34.49,80.99,104.12,121.84,119.66,70.31,49.96,85.95,76.44,87.4,,5/20/2015,129.35,80.78,146.11,87.13,29.53,104.76,110.02,50.74,204.17,111.23,172.5,33.01,103.32,66.4,41.31,99.42,161.84,60.44,47.28,52.125,34.27,80.45,103.54,120.11,118.6,69.485,49.57,84.675,75.83,86.91,,5/20/2015,130.07,81.41,147.14,87.65,29.8,105.35,110.78,50.93,205.17,112.34,173.09,33.06,104.44,67,41.39,100.83,162.42,60.72,47.39,52.46,34.33,80.88,103.92,120.73,119.66,70.15,49.57,85.95,76.42,87.26,,5/20/2015,9050633,909949,536518,1007472,5615466,1400732,1377097,2059187,426234,1803658,489756,6132917,2124481,2626501,3277099,1588162,662041,1673757,8820123,1347882,4643585,1676969,423710,707276,734175,1003615,3022926,649807,2400336,2301640
2015-05-21,130.06,80.96,146.42,87.93,29.62,105.25,110.2,51.04,205.08,112.1,173.76,33.37,103.6,66.48,41.35,100.11,161.9,60.46,47.58,52.305,34.3,80.48,103.7,121.24,118.87,69.78,49.69,84.89,75.9,87.13,,5/21/2015,131.62,81.17,147.71,89.62,29.76,106.27,110.63,51.64,205.2,112.32,174.13,33.56,103.3,66.68,41.32,99.96,162.34,60.785,47.6,52.495,34.48,80.58,103.8,120.76,119.66,69.87,50.1,87.18,76.42,87.44,,5/21/2015,129.85,80.41,146.19,88,29.43,105.31,109.91,50.86,204.22,111.62,173.1,33.08,102.35,66.01,41.07,99.07,161.84,60.09,47.01,52.12,34.21,79.84,103.05,120.05,118.72,69.28,49.68,84.53,75.56,86.96,,5/21/2015,130,80.5,146.56,88.23,29.61,105.95,110.04,51.07,204.6,111.82,173.32,33.22,102.74,66.16,41.26,99.83,161.9,60.56,47.27,52.435,34.22,80.2,103.62,120.76,118.81,69.52,49.68,84.75,75.75,87.26,,5/21/2015,8405293,1535965,805780,1471028,6772101,1669016,1841781,1191296,779155,1280281,830197,6614058,2341720,3192262,2620938,1665328,935032,2909346,6997137,1943766,5344475,2010892,581886,859481,784936,1751586,3591547,1176765,1982786,2842328
2015-05-22,131.39,80.76,147.35,89.33,29.43,105.49,110.39,51.38,204.95,112.01,173.34,33.55,102.42,66.65,41.23,99.28,162.06,60.1,47.42,52.2,34.36,80.41,103.09,120.46,119.12,69.37,49.9,87.14,76.11,87.21,,5/22/2015,132.97,81.58,147.26,89.48,29.45,105.55,110.89,51.4,208.25,112.53,173.27,33.51,102.41,66.82,41.235,99.47,162.24,60,47.34,52.55,34.49,80.4,103.32,120.77,119.63,69.85,49.89,86.95,76.37,87.1,,5/22/2015,131.4,80.73,144.81,88.63,29.26,104.86,110.17,50.96,204.63,111.46,172.19,33.32,101.33,66.33,41.04,98.84,160.66,59.34,46.82,52.02,34.24,79.92,102.72,119.15,118.57,69.34,49.585,86.08,75.86,86.5,,5/22/2015,131.65,80.78,147.26,89.3,29.4,104.99,110.3,51.23,204.66,111.94,173.04,33.47,102.27,66.63,41.18,99.13,162,59.96,47.31,52.5,34.3,80.2,103.12,120.3,118.8,69.34,49.75,86.71,76.2,86.75,,5/22/2015,10485204,1165376,991239,1311982,5704059,1537113,1573115,895469,845273,1307867,848432,6155408,2148324,2578297,3681563,1254743,621263,2572564,8168137,1819828,4122961,2006627,533508,862747,700122,1097726,3926691,1013741,2006697,2610713
2015-05-25,131.39,80.76,147.35,89.33,29.43,105.49,110.39,51.38,204.95,112.01,173.34,33.55,102.42,66.65,41.23,99.28,162.06,60.1,47.42,52.2,34.36,80.41,103.09,120.46,119.12,69.37,49.9,87.14,76.11,87.21,,5/25/2015,132.97,81.58,147.26,89.48,29.45,105.55,110.89,51.4,208.25,112.53,173.27,33.51,102.41,66.82,41.235,99.47,162.24,60,47.34,52.55,34.49,80.4,103.32,120.77,119.63,69.85,49.89,86.95,76.37,87.1,,5/25/2015,131.4,80.73,144.81,88.63,29.26,104.86,110.17,50.96,204.63,111.46,172.19,33.32,101.33,66.33,41.04,98.84,160.66,59.34,46.82,52.02,34.24,79.92,102.72,119.15,118.57,69.34,49.585,86.08,75.86,86.5,,5/25/2015,131.65,80.78,147.26,89.3,29.4,104.99,110.3,51.23,204.66,111.94,173.04,33.47,102.27,66.63,41.18,99.13,162,59.96,47.31,52.5,34.3,80.2,103.12,120.3,118.8,69.34,49.75,86.71,76.2,86.75,,5/25/2015,10485204,1165376,991239,1311982,5704059,1537113,1573115,895469,845273,1307867,848432,6155408,2148324,2578297,3681563,1254743,621263,2572564,8168137,1819828,4122961,2006627,533508,862747,700122,1097726,3926691,1013741,2006697,2610713
2015-05-26,132.54,81.25,144.81,88.63,29.26,104.89,110.26,51.29,207.8,112.16,172.22,33.45,101.35,66.47,41.21,98.99,160.98,59.38,46.9,52.215,34.28,79.95,102.73,119.59,118.62,69.62,49.61,86.45,75.86,86.52,,5/26/2015,132.91,81.46,144.4,88.13,29.24,104.44,110.82,51.2,207.45,112.12,172,33.29,101.54,66.29,41.17,99.18,161.05,59.43,46.87,52.375,34.34,80.05,102.64,119.51,118.62,69.499,49.75,86.65,75.83,86.19,,5/26/2015,129.12,79.94,142.18,87.29,28.75,102.93,108.76,50.28,205,110.7,169.13,32.84,100.58,65.31,40.745,98.05,159.05,58.85,46.19,51.59,34.04,78.94,101.46,117.7,116.41,68.31,49.215,84.855,74.82,85.03,,5/26/2015,132.62,81.37,144.3,88.13,29.23,104,110.13,50.98,207.3,112.06,172,33.27,101.19,66.28,41.16,98.85,160.98,59.32,46.83,52.235,34.23,80.01,102.46,119.22,118.55,69.3,49.58,86.56,75.75,85.94,,5/26/2015,15174473,1409839,1019277,798459,9658991,2875478,1988443,2027271,631802,1200743,975546,7436755,2364317,3866222,5143173,2834742,928058,2942097,8837156,2092912,4366824,2147835,516210,867733,919991,2130212,5531561,1886626,3698506,3435535
2015-05-27,129.62,80.19,142.8,87.84,28.95,103.29,109.44,50.62,206.38,110.93,170.13,33.105,100.82,65.73,40.99,98.46,159.59,58.97,46.59,51.71,34.11,79.14,101.6,118.24,116.87,68.54,49.42,85.55,74.9,85.35,,5/27/2015,132.26,80.51,143.67,88.81,29.47,103.78,110.61,51.28,209.68,112.51,172.47,33.845,101.41,66.65,41.2,99.22,161.3,59.78,47.76,51.96,34.47,79.94,102.48,119.85,117.88,69.74,49.675,86.82,75.51,85.89,,5/27/2015,130.06,79.84,142.58,87.65,29.06,102.73,109.3,50.49,206,110.81,170.55,33.14,100.87,65.82,40.83,98.2,159.55,58.87,46.62,51.155,34.08,79.1,101.49,118.42,116.68,68.54,49.27,85.5,75,84.77,,5/27/2015,130.36,80.45,143.42,88,29.07,103.2,109.51,50.6,206.59,110.95,171.16,33.2,101.01,65.89,40.94,99,160.38,59.05,46.8,51.74,34.21,79.14,102,118.88,117.4,68.79,49.45,85.62,75.01,85.3,,5/27/2015,11620482,1036975,736862,1243154,9007937,1774344,1417180,1405540,531958,1465615,581947,7191944,3308044,3109796,3242375,2294465,588664,2890427,8014385,2507904,10607505,2160269,333659,937801,1252783,3062221,2943375,768354,1791598,2835575
2015-05-28,132.045,80.11,143,87.92,29.31,103.11,110.37,51.2,209.06,112.16,172,33.71,101.13,66.47,41.12,98.66,161.02,59.46,47.61,51.42,34.3,79.39,102.34,119.45,117.64,69.49,49.57,86.18,75.19,85.11,,5/28/2015,131.94,80.24,143.02,87.45,29.56,103.42,110.54,51.64,208.59,112.7,171.83,34.14,101.68,66.4,41.25,98.21,160.88,59.85,48.015,51.475,34.53,79.45,102.22,119.81,118,69.78,49.64,86.74,75.12,85.565,,5/28/2015,131.1,79.89,141.58,85.74,29.16,102.38,109.6,51.01,207.28,111.88,170.66,33.68,100.81,65.74,40.89,96.21,159.61,59.39,47.395,50.77,34.275,79.02,101.66,118.3,117.29,68.81,49.38,85.53,74.65,84.82,,5/28/2015,131.87,79.97,142.51,87.42,29.34,102.89,110,51.21,208.08,112,171.57,33.78,101,66.37,41.2,98,160.35,59.42,47.52,51.115,34.48,79.13,101.97,119.31,117.49,69.39,49.43,86.34,75.12,84.93,,5/28/2015,6590668,822816,832405,1280565,5285943,1491032,1157674,1241646,575597,826940,369006,7062549,1469728,2991652,2219884,2101338,531235,2146888,5428503,1702162,4175555,1614953,301352,874461,1071112,1002645,2323587,575431,1624583,2478337
2015-05-29,131.78,80.09,142.33,86.01,29.35,103.24,110.53,51.57,208.48,112.19,171.71,34.01,101.15,66.2,41.14,96.48,160.87,59.7,47.45,51.15,34.44,79.33,102.15,119.62,117.69,69.56,49.54,86.05,74.84,85.11,,5/29/2015,131.45,80.1,141.97,86.3,29.59,103.57,110.52,52.23,208.08,112.59,171.35,34.75,101.58,66.22,41.18,97.64,160.78,61.11,47.57,51.185,34.99,79.21,102.27,121.62,117.59,69.59,49.635,86.88,74.88,85.58,,5/29/2015,129.9,79.59,140.33,85.12,29.2,102.68,109.42,51.29,205.62,111.38,169.65,34.22,99.83,65.36,40.765,95.85,158.76,59.47,46.6,50.52,34.43,78.19,101.04,117.75,116.45,68.52,49.375,85.54,74.16,84.89,,5/29/2015,131.25,80.1,141.86,85.72,29.32,103.14,110.24,51.59,208,111.8,171.35,34.24,101.34,66.22,41.17,97.64,160.44,59.74,47.44,51.15,34.43,79.2,102.27,119.93,117.27,69.31,49.51,85.85,74.82,85.1,,5/29/2015,13827857,1747025,1771415,1256396,8999837,2498028,2120667,2597040,571789,1971896,1279974,13277381,3681621,4281003,8844934,2031611,1294026,5640773,13713040,1981670,13722508,4504158,904510,1380190,2130158,1884274,4742834,1274539,1923613,6102906
